lng,lat,s_time,type,num
116.06793213,39.71360016,15:17:30,0,3
116.06793213,39.71360016,17:17:30,0,1
116.06876373,39.65074539,09:17:30,0,2
116.06876373,39.65074539,09:47:30,0,3
116.06890106,39.65097809,09:47:30,0,3
116.06975555,39.65355682,09:17:30,0,3
116.07081604,39.65087509,09:15:00,0,6
116.07081604,39.65087509,11:57:30,0,6
116.07081604,39.65087509,12:00:00,0,9
116.070961,39.67460632,13:22:30,0,6
116.07146454,39.71566391,12:45:00,0,3
116.07550812,39.72251511,12:45:00,0,6
116.07717133,39.65538025,09:15:00,0,6
116.07717133,39.65538025,11:57:30,0,6
116.07717133,39.65538025,12:00:00,0,6
116.0774231,39.64834595,11:57:30,0,3
116.07762909,39.65641022,09:15:00,0,3
116.07778931,39.65648270000001,17:45:00,0,6
116.08347321,39.66707993,10:40:00,0,3
116.08347321,39.66707993,11:22:30,0,3
116.08347321,39.66707993,13:05:00,0,3
116.08439636,39.66382599,09:17:30,0,6
116.08439636,39.66382599,17:45:00,0,6
116.0852356,39.66368866,09:17:30,0,3
116.08901215,39.70655441,17:55:00,0,6
116.09095001,39.66590118,09:17:30,0,3
116.0925293,39.66650009,09:17:30,0,3
116.09426117,39.71999741,17:02:30,0,3
116.09463501,39.72001266,10:22:30,0,3
116.09552002,39.67120743,18:30:00,0,9
116.09629059,39.8825264,13:55:00,0,6
116.09780884,39.70574570000001,17:55:00,0,6
116.09823608,39.70518112,17:55:00,0,3
116.09823608,39.91003418,14:15:00,0,6
116.09823608,39.91053391,14:15:00,0,3
116.09965515,39.90580368,14:00:00,0,6
116.10240173,39.73865128,08:20:00,0,6
116.10260773,39.88737106,13:55:00,0,12
116.10276031,39.68115997,10:20:00,0,6
116.10346985,39.72096634,10:22:30,0,3
116.1049118,39.72114563,14:17:30,0,3
116.10507965,39.68118668,10:20:00,0,3
116.10591888,39.73952484,08:20:00,0,3
116.10603333,39.88679123,13:55:00,0,6
116.10623169,39.69490433,19:17:30,0,1
116.10668182,39.73930359,08:20:00,0,6
116.10684204,39.90863419,14:00:00,0,12
116.10684204,39.90863419,14:02:30,0,15
116.10686493,39.9071846,14:00:00,0,12
116.10694885,39.89743423,13:55:00,0,6
116.10697937,39.93156052,14:15:00,0,6
116.10700226,39.72454453,17:02:30,2,1
116.10821533,39.93566513,14:17:30,0,18
116.10844421,39.67476654,10:20:00,0,6
116.10863495,39.93546295,14:15:00,0,3
116.10873413,39.88908386,13:55:00,0,12
116.10877228,39.93255234,14:17:30,0,6
116.10881805,39.92887878,14:15:00,0,12
116.10903931,39.68487929999999,17:32:30,0,3
116.10908508,39.90810394,14:02:30,0,6
116.10955811,39.85501099,14:15:00,0,3
116.10961151,39.72460938,17:02:30,2,1
116.11000824,39.93572235,14:15:00,0,12
116.11000824,39.93572235,14:17:30,0,6
116.11003113,39.91059494,14:02:30,0,3
116.11019897,39.8924408,13:55:00,0,6
116.11039734,39.93577576,14:17:30,0,18
116.11044312,39.93313217,14:17:30,0,12
116.11044312,39.93575668,14:17:30,0,12
116.11076355,39.91116333,14:02:30,0,6
116.11096191,39.72401047,08:12:30,0,6
116.11096191,39.72401047,08:22:30,0,3
116.11096191,39.72401047,17:32:30,2,1
116.11096191,39.72401047,18:15:00,0,3
116.11126709,39.90537643,14:02:30,0,2
116.11138916,39.91146469,14:02:30,0,27
116.11165619,39.90950775,14:02:30,0,3
116.11180878,39.90901184,14:02:30,0,4
116.1120224,39.91268921,14:02:30,0,12
116.1122818,39.91207504,14:02:30,0,12
116.11238098,39.93604660000001,14:17:30,0,12
116.11251831,39.9121933,14:02:30,0,12
116.11284637,39.69485474,17:32:30,0,3
116.11289978,39.91435242,14:02:30,0,6
116.11296844,39.9352684,14:17:30,0,9
116.11300659,39.90916443,14:02:30,0,6
116.11303711,39.93368529999999,14:17:30,0,6
116.1131134,39.92754364,14:05:00,0,6
116.11316681,39.93600845,14:15:00,0,3
116.11316681,39.93600845,14:17:30,0,12
116.11320496,39.91395187,14:02:30,0,14
116.11320496,39.91395187,14:05:00,0,2
116.11321259,39.93252182,14:17:30,0,3
116.11325073,39.91417313,14:02:30,0,6
116.11346436,39.88971329,13:55:00,0,6
116.11431885,39.90325928,14:02:30,0,4
116.11465454,39.91085434,14:02:30,0,9
116.11483765,39.92692947,14:15:00,0,6
116.11502838,39.92416763,14:02:30,0,9
116.11502838,39.92416763,14:05:00,0,3
116.11509705,39.932827,14:17:30,0,2
116.11517334,39.95055771,10:05:00,0,1
116.115242,39.72527313,14:17:30,0,3
116.11613464,39.89315796,13:55:00,0,6
116.11628723,39.73587799,17:22:30,0,3
116.11635590000002,39.72458267,14:17:30,0,3
116.11635590000002,39.72458267,14:27:30,0,6
116.11635590000002,39.72458267,17:10:00,0,9
116.11659241,39.91778183,14:02:30,0,3
116.11659241,39.91778183,14:05:00,0,3
116.11672211,39.92805862,14:05:00,0,3
116.11704254,39.9499855,10:05:00,0,1
116.11713409,39.93680191,14:17:30,0,2
116.11868286,39.72946548,18:12:30,0,3
116.11875153,39.73833847,11:00:00,0,3
116.11875153,39.73833847,11:25:00,0,3
116.11938477,39.72904968,14:17:30,0,3
116.11940765,39.73294449,17:05:00,0,23
116.11940765,39.73294449,17:22:30,0,6
116.11962128,39.8875351,13:52:30,0,12
116.11962128,39.8875351,13:55:00,0,3
116.12026215,39.73301315,17:05:00,0,10
116.12045288,39.75092697,08:02:30,0,3
116.1207962,39.89356232,13:55:00,0,6
116.12104797,39.72921371,14:27:30,0,3
116.12206268,39.74980164,08:02:30,0,6
116.12229919,39.74961472,08:02:30,0,6
116.12253571,39.73004913,18:12:30,0,3
116.12258148,39.72955704,14:27:30,0,9
116.12275696,39.73083115,18:12:30,0,6
116.1227951,39.73112488,14:17:30,0,3
116.12288666,39.73360443,17:02:30,0,3
116.12310791,39.72330475,19:17:30,0,1
116.12315369,39.94167328,10:05:00,0,1
116.12316132,39.70544815,18:22:30,0,3
116.12329102,39.7231369,10:22:30,0,3
116.12329102,39.7231369,14:30:00,0,6
116.12329865,39.71970367,14:30:00,0,9
116.1233902,39.72062302,14:30:00,0,12
116.1233902,39.72579956,14:27:30,0,3
116.12350464,39.72730637,14:27:30,0,3
116.12354279,39.72566986,14:27:30,0,3
116.12355804,39.72585678,14:27:30,0,3
116.12356567,39.73188782,18:12:30,0,3
116.12360382,39.72639847,17:10:00,0,3
116.12360382,39.72639847,18:20:00,0,2
116.12376404,39.73218918,18:12:30,0,6
116.12377167,39.72665787,14:27:30,0,3
116.12381744,39.72386551,08:12:30,0,2
116.12388611,39.72344589,10:22:30,0,3
116.12388611,39.72344589,17:10:00,0,3
116.1240387,39.73213959,14:10:00,1,4
116.1240387,39.73213959,18:20:00,0,6
116.1244812,39.72313309,10:22:30,0,3
116.1244812,39.72313309,17:10:00,0,3
116.12454987,39.73329544,14:10:00,1,2
116.12454987,39.73329544,18:12:30,0,6
116.1248703,39.70716858,09:47:30,0,3
116.12497711,39.95830536,09:02:30,0,6
116.12523651,39.73350525,08:17:30,0,3
116.12523651,39.73350525,14:10:00,1,4
116.12523651,39.73350525,18:12:30,0,9
116.12523651,39.73350525,18:15:00,0,3
116.12523651,39.73350525,18:20:00,0,6
116.12574768,39.74589157,09:17:30,0,1
116.12689209,39.73337173,18:15:00,0,3
116.12727356,39.96205902,09:02:30,0,3
116.12732697,39.69828415,10:12:30,0,9
116.12774658,39.73466873,18:12:30,0,9
116.12774658,39.73466873,18:15:00,0,6
116.12835693,39.73993301,08:10:00,0,1
116.12835693,39.79727554,11:10:00,0,6
116.12838745,39.69988251,18:22:30,0,6
116.12847137,39.73500824,18:12:30,0,3
116.12862396,39.73130798,18:15:00,0,4
116.12864685,39.95755005,09:02:30,0,3
116.1288147,39.74503708,08:10:00,0,6
116.12921143,39.81448364,17:30:00,0,1
116.12926483,39.74017334,08:12:30,0,1
116.13032532,39.71291351,18:15:00,0,3
116.13052368,39.88807297,13:55:00,0,6
116.13052368,39.88807297,19:17:30,0,1
116.13072205,39.7310257,15:57:30,0,3
116.13089752,39.73638916,18:12:30,0,6
116.13110352,39.95056152,01:42:30,1,3
116.13141632,39.73696136,18:12:30,0,6
116.13158417,39.73351669,18:12:30,0,3
116.13159943,39.73286438,18:12:30,0,3
116.13159943,39.73286438,18:15:00,0,4
116.13169098,39.73340607,18:12:30,0,3
116.13193512,39.73212433,18:15:00,0,4
116.13212585,39.73505783,18:12:30,0,4
116.13219452,39.73754883,08:17:30,0,3
116.13240814,39.71020508,18:15:00,0,3
116.13243103,39.73109436,18:12:30,0,1
116.13302612,39.7338829,18:12:30,0,3
116.13319397,39.74178314,08:10:00,0,1
116.13340759,39.73300934,18:12:30,0,6
116.13387299,39.73510742,18:12:30,0,1
116.13396454,39.7310524,15:57:30,0,3
116.13401794,39.73822784,08:12:30,0,3
116.1341629,39.80074692,16:15:00,0,3
116.13556671,39.71916199,18:15:00,0,6
116.13562775,39.74943542,08:10:00,0,6
116.13576508,39.73437881,16:02:30,0,3
116.13586426,39.73752975,18:15:00,0,3
116.13591766,39.73409653,18:12:30,0,3
116.13600922,39.73451614,18:05:00,0,15
116.13600922,39.73451614,18:15:00,0,3
116.13610077,39.73506927,18:05:00,0,9
116.13631439,39.73047638,09:40:00,0,6
116.13631439,39.73047638,14:52:30,0,3
116.13631439,39.73047638,18:05:00,0,4
116.13634491,39.7305069,09:40:00,0,9
116.13634491,39.7305069,18:05:00,0,4
116.13658142,39.73690414,18:05:00,0,3
116.13658142,39.73690414,18:12:30,0,1
116.13702393,39.74355698,08:10:00,0,1
116.13768005,39.74344635,08:17:30,0,3
116.13774872,39.70874786,09:47:30,0,6
116.13785553,39.75183868,08:10:00,0,6
116.13828278,39.7351265,18:15:00,0,4
116.13828278,39.75158691,08:10:00,0,12
116.13828278,39.75158691,19:17:30,0,1
116.13837433,39.72581863,10:17:30,0,3
116.13868713,39.73610687,18:02:30,0,1
116.13868713,39.73610687,18:05:00,0,3
116.13868713,39.73610687,18:12:30,0,1
116.1390152,39.93745804,12:15:00,0,6
116.13939667,39.74016571,18:02:30,0,2
116.13939667,39.74016571,18:10:00,0,1
116.13977051,39.7364006,18:12:30,0,1
116.13979340000002,39.73601151,18:02:30,0,1
116.13979340000002,39.73601151,18:10:00,0,1
116.13986206,39.72319412,19:12:30,0,6
116.13993835,39.72550583,07:12:30,0,6
116.13993835,39.72550583,10:17:30,0,3
116.13993835,39.72550583,19:15:00,0,9
116.1401825,39.72647858,18:00:00,0,3
116.14025116,39.80995178,16:15:00,0,6
116.14034271,39.72547150000001,07:12:30,0,3
116.14047241,39.72332764,10:12:30,0,3
116.14047241,39.72332764,18:15:00,0,3
116.14064789,39.74277496,08:17:30,0,6
116.14070129,39.75467682,14:15:00,0,12
116.14070129,39.75467682,16:57:30,0,3
116.14109802,39.73044205,18:12:30,0,3
116.14122009,39.72351456,10:12:30,0,3
116.14122009,39.72351456,10:17:30,0,3
116.14122009,39.72351456,19:15:00,0,3
116.14126587,39.72442245,10:17:30,0,6
116.14133453,39.72353363,10:10:00,0,3
116.14144135,39.79545975,17:30:00,0,1
116.141716,39.73432159,18:12:30,0,2
116.14180756,39.73391724,16:02:30,0,1
116.1418457,39.74270248,08:17:30,0,3
116.1418457,39.74270248,14:17:30,0,6
116.14186096,39.73453522,18:10:00,0,1
116.14191437,39.73533629999999,10:17:30,0,6
116.14191437,39.73533629999999,16:02:30,0,2
116.14191437,39.73533629999999,18:02:30,0,1
116.14191437,39.73533629999999,18:12:30,0,1
116.14192963,39.73756409,16:02:30,0,1
116.14192963,39.73756409,18:02:30,0,2
116.14192963,39.73756409,18:10:00,0,2
116.14195251,39.72654343,10:15:00,0,6
116.14195251,39.72654343,16:12:30,0,2
116.14195251,39.72654343,19:15:00,0,3
116.14196014,39.74268341,08:17:30,0,3
116.14196014,39.74268341,15:35:00,0,1
116.14196014,39.74268341,15:37:30,0,1
116.1419754,39.73559570000001,10:17:30,0,6
116.14202881,39.74203873,08:12:30,0,2
116.14204407,39.72619247,10:10:00,0,3
116.14207458,39.69724655,17:12:30,2,3
116.14207458,39.73900223,14:52:30,0,3
116.14207458,39.73900223,18:02:30,0,1
116.14209747,39.75195312,08:15:00,0,3
116.14211273,39.73125839,18:02:30,0,3
116.14211273,39.73559189,18:02:30,0,1
116.14212036,39.73387909,16:02:30,0,1
116.14214325,39.74591064,08:15:00,0,3
116.14214325,39.74591064,08:17:30,0,3
116.14214325,39.74591064,19:17:30,0,1
116.14214325,39.80925751,16:15:00,0,6
116.14214325,39.80925751,17:30:00,0,1
116.14215851,39.73091888,10:15:00,0,6
116.14215851,39.73091888,14:45:00,0,2
116.14215851,39.73091888,18:02:30,0,2
116.14215851,39.73091888,18:12:30,0,1
116.14216614,39.73104858,18:02:30,0,1
116.14222717,39.75061417,17:05:00,0,1
116.14225769,39.73120499,18:10:00,0,1
116.1423111,39.72523499,18:15:00,0,3
116.14237976,39.72411728,18:15:00,0,3
116.14238739,39.7309494,10:15:00,0,9
116.14238739,39.7309494,16:12:30,0,1
116.14242554,39.74505234,08:17:30,0,3
116.14242554,39.74505234,12:20:00,0,3
116.14242554,39.74505234,19:17:30,0,1
116.14243317,39.74850845,08:15:00,0,3
116.14243317,39.74850845,14:15:00,0,6
116.14283752,39.74887848,08:15:00,0,3
116.14283752,39.74887848,14:15:00,0,6
116.14308929,39.74431992,19:17:30,0,2
116.14312744,39.89762878,14:42:30,2,6
116.14312744,39.89762878,15:05:00,0,3
116.14312744,39.89762878,15:15:00,0,3
116.14312744,39.89762878,16:52:30,0,3
116.14312744,39.89762878,19:17:30,0,2
116.14364624,39.72612381,10:15:00,0,3
116.14364624,39.72612381,10:25:00,0,2
116.1437149,39.72052383,10:12:30,0,9
116.1439209,39.73547363,17:57:30,0,9
116.1439209,39.73547363,18:00:00,0,6
116.14438629,39.73114395,18:02:30,0,3
116.14506531,39.92913055,14:32:30,0,6
116.14508057,39.73376846,18:10:00,0,1
116.14513397,39.79532242,11:10:00,0,9
116.14524078,39.73391724,17:57:30,0,6
116.14524078,39.73391724,18:00:00,0,3
116.14535522,39.72549438,10:15:00,0,3
116.14553833,39.74969482,08:12:30,0,3
116.14553833,39.74969482,14:52:30,0,3
116.14574432,39.71854782,17:12:30,2,6
116.14592743,39.72338104,10:25:00,0,1
116.14592743,39.72338104,17:00:00,2,2
116.14594269,39.75118637,08:12:30,0,3
116.14594269,39.75118637,14:52:30,0,3
116.14616394,39.77471542,17:47:30,0,1
116.14618683,39.74576187,08:22:30,0,3
116.14618683,39.74576187,12:20:00,0,3
116.14618683,39.80867004,09:07:30,0,6
116.14618683,39.80867004,14:00:00,0,6
116.14618683,39.80867004,16:10:00,0,1
116.14654541,39.72670364,18:02:30,0,1
116.14699554,39.74954987,17:05:00,0,1
116.14724731,39.71689987,16:55:00,2,3
116.14745331,39.73142624,16:12:30,0,2
116.14751434,39.73109436,18:02:30,0,3
116.14753723,39.73238373,18:02:30,0,3
116.14775085,39.73087311,18:02:30,0,3
116.14777374,39.73618698,17:57:30,0,12
116.147789,39.78149796,17:25:00,0,3
116.1481781,39.73511505,17:57:30,0,3
116.14819336,39.75265121,17:05:00,0,1
116.14824677,39.7362709,17:57:30,0,6
116.14839935,39.80857468,14:00:00,0,9
116.14839935,39.80857468,14:02:30,0,6
116.14905548,39.71792984,16:57:30,2,2
116.14905548,39.71792984,17:12:30,2,6
116.14924622,39.70352173,10:30:00,0,3
116.14924622,39.70352173,17:12:30,2,9
116.14974213,39.74794769,18:05:00,0,9
116.14976501,39.74789429,08:12:30,0,3
116.14976501,39.74789429,08:22:30,0,3
116.14977264,39.72177887,07:12:30,0,6
116.14977264,39.72177887,16:57:30,2,18
116.14977264,39.72177887,17:00:00,2,4
116.14977264,39.72177887,17:02:30,2,2
116.14977264,39.72177887,17:15:00,2,6
116.14987946,39.71837997,16:57:30,2,1
116.14987946,39.71837997,17:12:30,2,12
116.15002441,39.75522614,08:32:30,0,6
116.15019226,39.71033478,10:30:00,0,3
116.15019226,39.71033478,16:40:00,2,6
116.15019226,39.71033478,16:55:00,2,3
116.15019226,39.71033478,17:05:00,0,2
116.1506424,39.70347595,17:05:00,0,2
116.15090179,39.71808624,16:57:30,2,1
116.15142059,39.72166443,16:57:30,2,10
116.15142059,39.72166443,17:02:30,2,1
116.15142059,39.72166443,17:15:00,2,3
116.1515274,39.72385406,17:15:00,2,6
116.15156555,39.74045181,17:57:30,0,3
116.15280914,39.70423889,10:30:00,0,9
116.15280914,39.70423889,17:12:30,2,3
116.15291595,39.74956894,08:12:30,0,6
116.15291595,39.74956894,08:22:30,0,3
116.15291595,39.74956894,14:52:30,0,3
116.15291595,39.74956894,18:05:00,0,3
116.15419006,39.75037766,08:22:30,0,3
116.15465546,39.80901718,14:00:00,0,3
116.15546417,39.92424011,14:30:00,0,2
116.15550995,39.81666565,09:07:30,0,6
116.15550995,39.81666565,16:10:00,0,1
116.15608215,39.80809021,14:00:00,0,3
116.15627289,39.80904007,09:50:00,0,3
116.15627289,39.80904007,13:57:30,0,6
116.15698242,40.23950577,09:22:30,0,3
116.15711212,39.70555878,16:40:00,2,12
116.15721893,39.72327042,14:15:00,0,6
116.15743256,39.80371857,14:00:00,0,6
116.15743256,39.80371857,16:10:00,0,1
116.15762329,39.72614288,19:07:30,0,1
116.15762329,39.77558517,07:25:00,0,3
116.15771484,39.72428131,17:15:00,2,3
116.15785217,39.81002808,13:57:30,0,2
116.15785217,39.81002808,14:00:00,0,3
116.15785217,39.81002808,16:10:00,0,1
116.15792847,39.72370911,17:15:00,2,3
116.15795135,39.86256409,13:45:00,0,3
116.15805054,39.80759811,16:05:00,0,6
116.15821075,39.72788239,10:10:00,0,3
116.15841675,39.8076973,13:55:00,0,3
116.15847778,39.76609802,07:25:00,0,6
116.15850067,39.75548172,08:32:30,0,3
116.15857697,39.93073654,08:25:00,0,9
116.15857697,39.93073654,10:40:00,2,18
116.15866089,39.81392288,09:07:30,0,3
116.15866852,39.81525421,09:50:00,0,6
116.15885162,39.76687241,07:25:00,0,6
116.15885162,39.76687241,09:17:30,0,1
116.15895081,39.80981827,14:00:00,0,12
116.15922546,40.07691193,10:27:30,0,3
116.15931702,39.78018951,17:25:00,0,9
116.15944672,39.92988968,08:25:00,0,6
116.15944672,39.92988968,10:40:00,2,12
116.1594696,39.92986679,01:42:30,1,3
116.15953827,39.75744629,14:17:30,0,3
116.159729,39.75748444,08:22:30,0,3
116.15984344,39.75413132,08:32:30,0,3
116.16010284,39.75757217,14:17:30,0,6
116.16010284,39.75757217,18:22:30,0,1
116.16022491,39.75822067,18:22:30,0,2
116.1603241,39.77109146,07:27:30,0,3
116.1603241,39.77109146,08:27:30,0,3
116.1603241,39.77109146,09:35:00,0,3
116.16066742,39.75740814,08:22:30,0,3
116.16088867,39.75724411,08:22:30,0,3
116.16107941,39.92576599,14:30:00,0,6
116.16114807,39.92514801,14:30:00,0,6
116.16119385,39.93083191,12:25:00,0,3
116.16123199,39.71873856,16:47:30,2,1
116.16152954,39.72701263,19:07:30,0,2
116.16152954,39.80412674,16:05:00,0,3
116.16166687,39.9247818,14:25:00,0,2
116.16186523,39.924366,14:25:00,0,1
116.16195679,39.75439072,16:57:30,0,3
116.1620636,39.80359650000001,16:05:00,0,3
116.16246796,39.75701904,18:22:30,0,2
116.16247559,39.81038284,09:50:00,0,3
116.16247559,39.81038284,13:57:30,0,9
116.16299438,39.71915054,16:47:30,2,1
116.16301727,39.76078415,08:22:30,0,3
116.16301727,39.76078415,14:17:30,0,3
116.16305542,40.0763588,10:27:30,0,6
116.16311646,39.72296524,16:42:30,2,1
116.16311646,39.72296524,17:15:00,2,3
116.16316223,39.78125,08:25:00,0,3
116.16325378,39.76065445,14:17:30,0,3
116.16325378,39.81036758,13:55:00,0,3
116.16329956,39.87482071,13:32:30,0,6
116.16329956,39.87482071,13:47:30,0,3
116.16339874,39.81022644,13:57:30,0,2
116.16339874,39.81022644,16:07:30,0,10
116.16352844,39.77672958,17:25:00,0,3
116.16368103,39.76347351,15:50:00,0,3
116.16372681,39.76344299,17:10:00,0,3
116.16410828,39.76331329,11:47:30,0,15
116.16474915,39.71772003,16:47:30,2,1
116.16487885,39.92494965,14:30:00,0,4
116.16488647,39.73902893,10:35:00,0,3
116.16488647,39.87908554,13:32:30,0,4
116.16500854,39.91771698,17:42:30,0,9
116.16564178,39.7591362,10:30:00,0,3
116.16564178,39.76758957,08:27:30,0,3
116.16564178,39.76758957,10:30:00,0,9
116.16564178,39.76758957,14:50:00,0,3
116.16564178,39.76758957,15:50:00,0,3
116.16564178,39.76758957,15:52:30,0,9
116.16564178,39.76758957,18:00:00,0,6
116.1658783,39.76778412,08:25:00,0,6
116.1658783,39.76778412,15:50:00,0,6
116.16600037,39.77423859,07:27:30,0,3
116.16600037,39.77423859,08:27:30,0,6
116.16600037,39.77423859,09:32:30,0,6
116.16600037,39.77423859,09:35:00,0,9
116.16600037,39.77423859,10:30:00,0,3
116.16600037,39.77423859,12:17:30,0,3
116.16600037,39.77423859,15:50:00,0,6
116.16636658,39.73168945,17:52:30,0,3
116.16645049999998,39.81349564,16:07:30,0,6
116.16650391,39.76958847,08:25:00,0,9
116.16650391,39.76958847,18:00:00,0,3
116.16654205,39.7738533,09:32:30,0,3
116.16654205,39.7738533,15:50:00,0,3
116.16675568,39.77243805,09:32:30,0,3
116.16680145,39.7677803,10:30:00,0,9
116.16683197,39.83716965,13:45:00,0,6
116.16694641,39.72689056,16:42:30,2,2
116.16694641,39.73985672,17:52:30,0,3
116.16701508,39.74108887,10:35:00,0,3
116.16713715,39.92638779,14:30:00,0,2
116.16716003,39.73444748,08:12:30,0,3
116.16724396,39.77114868,08:27:30,0,6
116.16725159,39.71021652,17:05:00,0,1
116.1675415,39.76762009,07:25:00,0,9
116.1675415,39.76762009,08:25:00,0,6
116.1675415,39.76762009,10:30:00,0,12
116.1675415,39.76762009,15:50:00,0,3
116.1675415,39.76762009,17:10:00,0,3
116.1675415,39.76762009,18:00:00,0,3
116.16763306,39.77071381,08:27:30,0,6
116.16765594,39.76142883,08:27:30,0,6
116.16819,39.91831207,14:30:00,0,6
116.16829681,39.92472458,14:27:30,0,12
116.16838837,39.77418518,09:32:30,0,3
116.16838837,39.77418518,10:30:00,0,3
116.16838837,39.77418518,12:17:30,0,3
116.16838837,39.77418518,15:50:00,0,3
116.16864014,39.80417252,13:55:00,0,3
116.16875458,39.72553253,16:42:30,2,2
116.16875458,39.72553253,17:20:00,2,1
116.16886139,39.77924347,07:27:30,0,3
116.16886139,39.77924347,08:27:30,0,6
116.16886139,39.77924347,09:35:00,0,3
116.16911316,39.81562042,16:00:00,0,3
116.16913605,39.73404694,08:02:30,0,6
116.16925049,39.75363541,08:22:30,0,3
116.16947937,39.92481995,17:42:30,0,6
116.16964722,39.85560608,13:45:00,0,3
116.16969299,39.77080154,17:55:00,0,3
116.17063904,39.75664520000001,10:30:00,0,3
116.17082214,39.92425537,14:30:00,0,15
116.17089844,39.7714653,08:27:30,0,6
116.17089844,39.7714653,09:35:00,0,6
116.17089844,39.7714653,10:30:00,0,6
116.17089844,39.7714653,12:17:30,0,6
116.17089844,39.7714653,15:50:00,0,3
116.17098999,39.92409897,14:30:00,0,12
116.17106628,39.77188492,07:27:30,0,3
116.17106628,39.77188492,08:27:30,0,18
116.17106628,39.77188492,09:35:00,0,3
116.17106628,39.77188492,12:17:30,0,6
116.17106628,39.77188492,14:50:00,0,3
116.17106628,39.77188492,18:00:00,0,3
116.17115784,39.84446335,13:45:00,0,3
116.17151642,39.75932693,08:22:30,0,3
116.17151642,39.75932693,10:30:00,0,6
116.17199707,39.69641876,16:57:30,2,1
116.17262268,39.772892,08:27:30,0,3
116.17288971,39.72321701,16:42:30,2,1
116.17292023,39.75131989,17:35:00,2,3
116.17311859,39.91122818,20:45:00,4,1
116.17312622,39.7736969,08:27:30,0,6
116.17312622,39.7736969,12:17:30,0,3
116.17312622,39.7736969,14:50:00,0,3
116.17370605,40.08149719,10:27:30,0,3
116.17375183,39.72190094,17:20:00,2,1
116.17375183,39.72190094,17:22:30,2,4
116.17392731,39.76482773,12:20:00,0,6
116.17399597,39.77168655,08:27:30,0,3
116.17399597,39.77168655,14:50:00,0,3
116.17411041,39.76311111,08:22:30,0,3
116.17411041,39.76311111,12:20:00,0,3
116.17423248,39.84276199,16:00:00,0,9
116.17430878,39.76973343,08:27:30,0,3
116.17433167,39.72321701,16:42:30,2,7
116.17433167,39.72321701,17:20:00,2,1
116.17433167,39.72321701,17:22:30,2,4
