s_time,type,num
08:52:30,0,201
08:52:30,3,9
08:52:30,4,6
08:55:00,0,237
08:57:30,0,228
08:57:30,3,12
09:00:00,0,187
09:02:30,0,249
09:02:30,3,12
09:02:30,4,3
09:05:00,0,472
09:07:30,0,404
09:07:30,3,12
09:10:00,0,285
09:10:00,3,42
09:10:00,4,3
09:12:30,0,348
09:15:00,0,355
09:15:00,4,6
09:17:30,0,270
09:17:30,4,1
09:20:00,0,257
09:20:00,3,83
09:20:00,4,3
09:22:30,0,312
09:22:30,3,63
09:22:30,4,9
09:25:00,0,240
09:25:00,3,60
09:25:00,4,15
09:27:30,0,207
09:27:30,3,86
09:30:00,0,306
09:30:00,3,51
09:32:30,0,230
09:32:30,2,15
09:32:30,3,129
09:35:00,0,312
09:35:00,3,99
09:37:30,0,483
09:37:30,2,17
09:37:30,3,6
09:40:00,0,373
09:40:00,2,48
09:40:00,3,33
09:42:30,0,375
09:42:30,2,3
09:42:30,3,154
09:45:00,0,297
09:45:00,2,117
09:45:00,3,33
09:45:00,4,4
09:47:30,0,470
09:47:30,2,77
09:47:30,3,150
09:47:30,4,18
09:50:00,0,416
09:50:00,2,144
09:50:00,3,144
09:50:00,4,18
09:52:30,0,334
09:52:30,2,63
09:52:30,3,100
09:52:30,4,3
09:55:00,0,351
09:55:00,2,82
09:55:00,3,30
09:57:30,0,330
09:57:30,2,117
09:57:30,3,111
09:57:30,4,3
10:00:00,0,309
10:00:00,2,96
10:00:00,3,163
10:02:30,0,548
10:02:30,2,96
10:02:30,3,96
10:05:00,0,599
10:05:00,2,160
10:05:00,3,129
10:05:00,4,6
10:07:30,0,370
10:07:30,3,65
10:07:30,4,3
10:10:00,0,485
10:10:00,2,80
10:10:00,3,111
10:12:30,0,534
10:12:30,2,192
10:12:30,3,66
10:12:30,4,18
10:15:00,0,508
10:15:00,2,146
10:15:00,3,127
10:15:00,4,12
10:17:30,0,581
10:17:30,1,4
10:17:30,2,9
10:17:30,3,149
10:20:00,0,568
10:20:00,2,33
10:20:00,3,220
10:22:30,0,457
10:22:30,2,55
10:22:30,3,147
10:22:30,4,3
10:25:00,0,368
10:25:00,2,85
10:25:00,3,84
10:27:30,0,448
10:27:30,2,298
10:27:30,3,42
10:30:00,0,301
10:30:00,2,197
10:30:00,3,87
10:32:30,0,303
10:32:30,2,185
10:32:30,3,27
10:35:00,0,275
10:35:00,2,121
10:35:00,3,89
10:37:30,0,374
10:37:30,2,267
10:37:30,3,51
10:37:30,4,3
10:40:00,0,416
10:40:00,2,258
10:40:00,3,90
10:40:00,4,12
10:42:30,0,416
10:42:30,2,193
10:42:30,3,99
10:45:00,0,287
10:45:00,2,69
10:45:00,3,105
10:47:30,0,381
10:47:30,2,135
10:47:30,3,39
10:50:00,0,500
10:50:00,2,269
10:50:00,3,27
10:52:30,0,319
10:52:30,2,405
10:52:30,3,84
10:55:00,0,380
10:55:00,2,330
10:55:00,3,60
10:57:30,0,521
10:57:30,2,138
10:57:30,3,15
10:57:30,4,3
11:00:00,0,372
11:00:00,2,313
11:00:00,3,48
11:02:30,0,388
11:02:30,2,289
11:02:30,3,27
11:05:00,0,380
11:05:00,2,71
11:07:30,0,526
11:07:30,1,15
11:07:30,2,294
11:07:30,3,15
11:07:30,4,18
11:10:00,0,519
11:10:00,2,117
11:12:30,0,356
11:12:30,2,162
11:12:30,3,15
11:12:30,4,3
11:15:00,0,257
11:15:00,2,162
11:15:00,3,61
11:17:30,0,241
11:17:30,2,131
11:17:30,3,15
11:20:00,0,199
11:20:00,2,155
11:20:00,3,9
11:20:00,4,15
11:22:30,0,259
11:22:30,2,73
11:22:30,4,3
11:25:00,0,370
11:25:00,2,168
11:25:00,3,24
11:27:30,0,307
11:27:30,2,90
11:27:30,3,14
11:27:30,4,9
11:30:00,0,394
11:30:00,2,182
11:30:00,3,15
11:32:30,0,310
11:32:30,2,342
11:32:30,4,6
11:35:00,0,357
11:35:00,2,284
11:35:00,4,9
11:37:30,0,505
11:37:30,2,155
11:40:00,0,367
11:40:00,2,150
11:40:00,3,24
11:40:00,4,3
11:42:30,0,377
11:42:30,2,68
11:42:30,3,6
11:45:00,0,270
11:45:00,2,72
11:47:30,0,373
11:47:30,2,161
11:50:00,0,244
11:50:00,2,96
11:52:30,0,397
11:52:30,2,149
11:52:30,3,48
11:55:00,0,355
11:55:00,2,80
11:57:30,0,371
11:57:30,2,88
11:57:30,3,24
11:57:30,4,3
12:00:00,0,424
12:00:00,2,40
12:00:00,3,24
12:00:00,4,3
12:02:30,0,442
12:02:30,2,269
12:02:30,3,27
12:05:00,0,437
12:05:00,2,159
12:07:30,0,295
12:07:30,2,198
12:07:30,3,24
12:10:00,0,234
12:10:00,2,362
12:10:00,3,15
12:10:00,4,50
12:12:30,0,314
12:12:30,2,274
12:12:30,3,30
12:12:30,4,59
12:15:00,0,439
12:15:00,2,240
12:15:00,3,7
12:15:00,4,69
12:17:30,0,319
12:17:30,2,141
12:20:00,0,347
12:20:00,2,69
12:22:30,0,464
12:22:30,2,211
12:22:30,3,12
12:25:00,0,350
12:25:00,1,36
12:25:00,2,92
12:25:00,3,3
12:25:00,4,3
12:27:30,0,322
12:27:30,1,15
12:27:30,2,92
12:27:30,3,18
12:30:00,0,293
12:30:00,1,11
12:30:00,3,6
12:32:30,0,308
12:32:30,1,52
12:32:30,2,162
12:35:00,0,145
12:35:00,1,15
12:35:00,2,146
12:35:00,3,30
12:35:00,4,3
12:37:30,0,186
12:37:30,1,12
12:37:30,2,207
12:40:00,0,119
12:40:00,2,318
12:40:00,3,11
12:42:30,0,125
12:42:30,2,288
12:42:30,3,27
12:42:30,4,6
12:45:00,0,131
12:45:00,2,117
12:47:30,0,167
12:47:30,2,89
12:47:30,3,2
12:47:30,4,3
12:50:00,0,144
12:50:00,2,30
12:52:30,0,227
12:52:30,2,205
12:52:30,3,27
12:55:00,0,182
12:55:00,2,39
12:55:00,3,17
12:57:30,0,270
12:57:30,2,198
12:57:30,4,9
13:00:00,0,148
13:00:00,2,114
13:00:00,3,9
13:00:00,4,3
13:02:30,0,158
13:02:30,2,214
13:02:30,3,6
13:02:30,4,3
13:05:00,0,199
13:05:00,1,18
13:05:00,2,259
13:07:30,0,87
13:07:30,2,498
13:07:30,3,15
13:07:30,4,3
13:10:00,0,134
13:10:00,2,285
13:10:00,3,52
13:12:30,0,194
13:12:30,2,291
13:12:30,3,6
13:15:00,0,146
13:15:00,1,48
13:15:00,2,297
13:15:00,3,36
13:17:30,0,144
13:17:30,2,167
13:20:00,0,103
13:20:00,1,24
13:20:00,2,114
13:20:00,3,15
13:20:00,4,3
13:22:30,0,163
13:22:30,1,12
13:22:30,2,171
13:25:00,0,186
13:25:00,1,18
13:25:00,2,349
13:25:00,3,42
13:27:30,0,231
13:27:30,1,37
13:27:30,2,275
13:30:00,0,353
13:30:00,2,178
13:30:00,3,27
13:32:30,0,208
13:32:30,1,43
13:32:30,2,120
13:32:30,4,9
13:35:00,0,165
13:35:00,1,68
13:35:00,2,53
13:35:00,3,18
13:37:30,0,255
13:37:30,1,72
13:37:30,2,81
13:37:30,3,9
13:40:00,0,138
13:40:00,1,15
13:40:00,2,112
13:40:00,3,30
13:40:00,4,3
13:42:30,0,201
13:42:30,1,165
13:42:30,2,176
13:42:30,3,13
13:45:00,0,152
13:45:00,1,87
13:45:00,2,107
13:45:00,3,12
13:47:30,0,148
13:47:30,2,343
13:47:30,3,19
13:50:00,0,123
13:50:00,1,84
13:50:00,2,307
13:50:00,3,15
13:52:30,0,136
13:52:30,1,30
13:52:30,2,153
13:52:30,3,54
13:52:30,4,3
13:55:00,0,192
13:55:00,1,10
13:55:00,2,58
13:55:00,3,12
13:57:30,0,161
13:57:30,1,32
13:57:30,2,49
13:57:30,3,24
14:00:00,0,152
14:00:00,1,30
14:00:00,2,3
14:02:30,0,350
14:02:30,1,42
14:02:30,2,3
14:02:30,3,3
14:05:00,0,187
14:05:00,1,30
14:05:00,2,3
14:07:30,0,132
14:07:30,1,27
14:07:30,2,3
14:07:30,3,21
14:10:00,0,176
14:10:00,1,54
14:10:00,2,3
14:10:00,3,12
14:12:30,0,182
14:12:30,1,54
14:12:30,3,4
14:15:00,0,249
14:15:00,1,30
14:15:00,2,6
14:15:00,3,3
14:17:30,0,292
14:17:30,1,39
14:17:30,2,6
14:17:30,3,12
14:20:00,0,137
14:20:00,1,36
14:20:00,2,3
14:20:00,3,3
14:22:30,0,204
14:22:30,1,207
14:22:30,2,12
14:22:30,3,21
14:22:30,4,3
14:25:00,0,96
14:25:00,1,54
14:25:00,2,44
14:25:00,3,9
14:27:30,0,179
14:27:30,1,63
14:27:30,2,106
14:27:30,3,27
14:30:00,0,271
14:30:00,1,40
14:30:00,2,29
14:30:00,3,24
14:32:30,0,245
14:32:30,1,10
14:32:30,3,35
14:35:00,0,227
14:35:00,1,102
14:35:00,2,49
14:37:30,0,288
14:37:30,1,54
14:37:30,2,164
14:37:30,4,3
14:40:00,0,162
14:40:00,1,30
14:40:00,2,84
14:40:00,4,1
14:42:30,0,282
14:42:30,2,162
14:45:00,0,238
14:45:00,1,76
14:45:00,2,75
14:45:00,3,12
14:47:30,0,81
14:47:30,1,27
14:47:30,2,133
14:50:00,0,227
14:50:00,2,140
14:50:00,3,4
14:52:30,0,185
14:52:30,1,64
14:52:30,2,269
14:52:30,3,12
14:55:00,0,137
14:55:00,1,182
14:55:00,2,302
14:55:00,4,3
14:57:30,0,179
14:57:30,1,117
14:57:30,2,242
15:00:00,0,145
15:00:00,1,102
15:00:00,2,208
15:02:30,0,130
15:02:30,1,200
15:02:30,2,213
15:05:00,0,223
15:05:00,1,29
15:05:00,2,158
15:05:00,3,15
15:07:30,0,124
15:07:30,1,36
15:07:30,2,233
15:07:30,3,2
15:10:00,0,161
15:10:00,1,75
15:10:00,2,190
15:10:00,4,13
15:12:30,0,134
15:12:30,1,47
15:12:30,2,266
15:12:30,3,15
15:15:00,0,210
15:15:00,1,24
15:15:00,2,376
15:15:00,3,32
15:17:30,0,251
15:17:30,1,4
15:17:30,2,347
15:17:30,3,30
15:20:00,0,148
15:20:00,1,12
15:20:00,2,304
15:20:00,3,42
15:22:30,0,227
15:22:30,1,54
15:22:30,2,135
15:22:30,3,27
15:25:00,0,128
15:25:00,1,70
15:25:00,2,155
15:25:00,3,80
15:25:00,4,24
15:27:30,0,187
15:27:30,1,24
15:27:30,2,158
15:27:30,3,24
15:27:30,4,9
15:30:00,0,174
15:30:00,1,8
15:30:00,2,137
15:30:00,3,41
15:32:30,0,79
15:32:30,1,27
15:32:30,2,251
15:32:30,3,30
15:32:30,4,3
15:35:00,0,156
15:35:00,2,187
15:35:00,3,18
15:37:30,0,84
15:37:30,2,170
15:37:30,3,122
15:37:30,4,3
15:40:00,0,95
15:40:00,1,30
15:40:00,2,213
15:40:00,3,30
15:40:00,4,1
15:42:30,0,99
15:42:30,2,196
15:42:30,3,6
15:42:30,4,6
15:45:00,0,102
15:45:00,1,9
15:45:00,2,210
15:45:00,3,22
15:45:00,4,4
15:47:30,0,226
15:47:30,2,157
15:47:30,3,30
15:47:30,4,15
15:50:00,0,258
15:50:00,1,4
15:50:00,2,135
15:50:00,3,15
15:50:00,4,3
15:52:30,0,149
15:52:30,1,30
15:52:30,2,170
15:52:30,3,66
15:55:00,0,74
15:55:00,1,9
15:55:00,2,97
15:55:00,3,38
15:55:00,4,12
15:57:30,0,217
15:57:30,1,12
15:57:30,2,50
15:57:30,3,42
15:57:30,4,3
16:00:00,0,110
16:00:00,1,12
16:00:00,2,22
16:00:00,3,84
16:00:00,4,3
16:02:30,0,176
16:02:30,1,31
16:02:30,2,78
16:02:30,3,15
16:05:00,0,122
16:05:00,2,1
16:05:00,3,51
16:05:00,4,6
16:07:30,0,236
16:07:30,1,24
16:07:30,2,10
16:07:30,3,106
16:07:30,4,1
16:10:00,0,115
16:10:00,1,12
16:10:00,2,123
16:10:00,3,66
16:12:30,0,181
16:12:30,2,92
16:12:30,3,30
16:15:00,0,146
16:15:00,2,104
16:15:00,3,12
16:15:00,4,6
16:17:30,0,263
16:17:30,1,12
16:17:30,2,95
16:20:00,0,153
16:20:00,2,79
16:20:00,3,24
16:20:00,4,3
16:22:30,0,273
16:22:30,2,99
16:25:00,0,259
16:25:00,1,12
16:25:00,2,135
16:25:00,3,5
16:27:30,0,190
16:27:30,1,15
16:27:30,2,147
16:27:30,3,30
16:27:30,4,3
16:30:00,0,167
16:30:00,2,165
16:30:00,3,9
16:32:30,0,330
16:32:30,1,30
16:32:30,2,72
16:32:30,4,4
16:35:00,0,206
16:35:00,2,89
16:35:00,3,11
16:37:30,0,381
16:37:30,2,129
16:40:00,0,229
16:40:00,1,27
16:40:00,2,65
16:40:00,3,9
16:40:00,4,3
16:42:30,0,169
16:42:30,1,26
16:42:30,2,82
16:42:30,3,9
16:42:30,4,1
16:45:00,0,213
16:45:00,1,57
16:45:00,2,33
16:45:00,3,18
16:47:30,0,260
16:47:30,2,162
16:47:30,3,4
16:47:30,4,6
16:50:00,0,212
16:50:00,2,226
16:50:00,3,20
16:50:00,4,3
16:52:30,0,427
16:52:30,1,35
16:52:30,2,187
16:52:30,3,44
16:52:30,4,12
16:55:00,0,268
16:55:00,1,25
16:55:00,2,131
16:55:00,3,40
16:55:00,4,3
16:57:30,0,180
16:57:30,1,27
16:57:30,2,121
16:57:30,3,75
16:57:30,4,1
17:00:00,0,224
17:00:00,1,15
17:00:00,2,117
17:00:00,3,39
17:02:30,0,236
17:02:30,2,80
17:02:30,3,69
17:05:00,0,280
17:05:00,1,39
17:05:00,2,125
17:05:00,3,48
17:07:30,0,224
17:07:30,1,5
17:07:30,2,36
17:07:30,3,15
17:10:00,0,229
17:10:00,2,75
17:10:00,3,15
17:12:30,0,277
17:12:30,2,160
17:12:30,3,27
17:15:00,0,185
17:15:00,1,10
17:15:00,2,118
17:17:30,0,241
17:17:30,2,59
17:17:30,3,18
17:17:30,4,3
17:20:00,0,311
17:20:00,1,3
17:20:00,2,66
17:20:00,3,21
17:22:30,0,474
17:22:30,2,171
17:22:30,3,6
17:25:00,0,346
17:25:00,1,5
17:25:00,2,96
17:25:00,3,45
17:27:30,0,270
17:27:30,2,19
17:27:30,3,3
17:27:30,4,9
17:30:00,0,253
17:30:00,1,5
17:30:00,2,15
17:30:00,3,16
17:32:30,0,308
17:32:30,2,90
17:32:30,3,3
17:35:00,0,381
17:35:00,2,202
17:35:00,3,7
17:35:00,4,3
17:37:30,0,338
17:37:30,2,100
17:37:30,3,1
17:40:00,0,242
17:40:00,1,12
17:40:00,2,39
17:40:00,3,15
17:42:30,0,477
17:42:30,1,5
17:42:30,2,37
17:45:00,0,298
17:45:00,1,34
17:45:00,2,148
17:47:30,0,242
17:47:30,2,123
17:47:30,3,4
17:50:00,0,340
17:50:00,1,19
17:50:00,2,57
17:50:00,3,4
17:50:00,4,3
17:52:30,0,267
17:52:30,1,15
17:52:30,2,52
17:52:30,3,6
17:52:30,4,1
17:55:00,0,361
17:55:00,1,18
17:55:00,2,99
17:57:30,0,451
17:57:30,1,4
17:57:30,2,48
17:57:30,3,6
17:57:30,4,3
18:00:00,0,192
18:00:00,2,25
18:00:00,3,24
18:02:30,0,265
18:02:30,2,67
18:02:30,3,3
18:05:00,0,537
18:05:00,2,31
18:07:30,0,295
18:07:30,2,93
18:07:30,3,9
18:10:00,0,349
18:10:00,2,70
18:12:30,0,288
18:12:30,2,124
18:12:30,3,8
18:15:00,0,392
18:15:00,2,15
18:17:30,0,132
18:17:30,2,90
18:17:30,4,18
18:20:00,0,415
18:20:00,2,98
18:20:00,3,15
18:22:30,0,300
18:22:30,2,94
18:22:30,3,15
18:25:00,0,370
18:25:00,2,31
18:27:30,0,315
18:27:30,2,53
18:30:00,0,391
18:30:00,1,8
18:30:00,2,65
18:30:00,4,2
18:32:30,0,364
18:32:30,1,22
18:32:30,2,17
18:35:00,0,361
18:35:00,1,42
18:35:00,2,71
18:35:00,3,10
18:35:00,4,1
18:37:30,0,252
18:37:30,1,47
18:37:30,2,39
18:37:30,3,5
18:37:30,4,2
18:40:00,0,226
18:40:00,2,46
18:42:30,0,276
18:42:30,1,15
18:42:30,2,33
18:45:00,0,501
18:45:00,2,52
18:47:30,0,393
18:47:30,1,84
18:47:30,2,63
18:50:00,0,216
18:50:00,1,37
18:50:00,2,21
18:52:30,0,281
18:52:30,1,54
18:52:30,2,48
18:55:00,0,247
18:55:00,1,45
18:55:00,2,156
18:57:30,0,299
18:57:30,1,12
18:57:30,2,123
18:57:30,4,1
19:00:00,0,321
19:00:00,1,24
19:00:00,2,25
19:02:30,0,481
19:02:30,1,64
19:02:30,2,7
19:05:00,0,239
19:05:00,1,1
19:05:00,2,61
19:07:30,0,328
19:07:30,1,9
19:07:30,2,95
19:10:00,0,406
19:10:00,1,8
19:10:00,2,87
19:12:30,0,215
19:12:30,2,12
19:15:00,0,273
19:15:00,1,27
19:17:30,0,296
19:17:30,1,11
19:17:30,2,37
19:20:00,0,297
19:20:00,1,5
19:20:00,2,11
19:22:30,0,212
19:22:30,1,23
19:22:30,2,6
19:25:00,0,413
19:25:00,1,16
19:25:00,2,12
19:27:30,0,191
19:27:30,1,57
19:27:30,2,9
19:30:00,0,271
19:30:00,1,9
19:30:00,2,14
19:32:30,0,198
19:35:00,0,396
19:35:00,2,24
19:35:00,4,6
19:37:30,0,294
19:37:30,1,3
19:37:30,2,6
19:40:00,0,310
19:40:00,1,12
19:40:00,2,54
19:40:00,3,6
19:42:30,0,126
19:42:30,3,6
19:45:00,0,150
19:45:00,2,10
19:47:30,0,131
19:47:30,1,30
19:50:00,0,270
19:50:00,1,148
19:50:00,4,6
19:52:30,0,216
19:52:30,1,69
19:55:00,0,275
19:55:00,1,66
19:57:30,0,287
19:57:30,1,116
19:57:30,2,4
20:00:00,0,109
20:00:00,1,88
20:00:00,2,16
20:02:30,0,197
20:02:30,1,288
20:05:00,0,207
20:05:00,1,227
20:05:00,4,12
20:07:30,0,80
20:07:30,1,284
20:07:30,4,17
20:10:00,0,185
20:10:00,1,269
20:10:00,4,38
20:12:30,0,175
20:12:30,1,173
20:12:30,2,1
20:15:00,0,66
20:15:00,1,14
20:17:30,0,87
20:17:30,1,108
20:17:30,2,30
20:17:30,4,54
20:20:00,0,145
20:20:00,1,78
20:20:00,4,3
20:22:30,0,135
20:22:30,1,322
20:25:00,0,63
20:25:00,1,344
20:25:00,4,9
20:27:30,0,110
20:27:30,1,202
20:30:00,0,73
20:30:00,1,74
20:32:30,0,45
20:32:30,1,94
20:32:30,4,1
20:35:00,0,81
20:35:00,1,20
20:37:30,0,46
20:37:30,1,370
20:40:00,0,137
20:40:00,1,251
20:42:30,0,90
20:42:30,1,211
20:45:00,0,56
20:45:00,1,73
20:45:00,4,3
20:47:30,0,63
20:47:30,1,184
20:50:00,0,11
20:50:00,1,90
20:52:30,0,42
20:52:30,1,129
20:55:00,0,65
20:55:00,1,45
20:57:30,0,38
20:57:30,1,42
21:00:00,0,41
21:00:00,1,226
21:00:00,2,5
21:00:00,3,15
21:02:30,0,52
21:02:30,1,255
21:05:00,0,54
21:05:00,1,89
21:07:30,0,24
21:07:30,1,132
21:07:30,2,12
21:10:00,0,5
21:10:00,1,103
21:12:30,1,113
21:12:30,3,9
21:12:30,4,9
21:15:00,1,46
21:17:30,0,31
21:17:30,1,62
21:20:00,0,44
21:20:00,1,136
21:22:30,0,21
21:22:30,1,192
21:25:00,1,311
21:27:30,0,19
21:27:30,1,186
21:30:00,0,27
21:30:00,1,207
21:32:30,0,28
21:32:30,1,256
21:35:00,1,124
21:37:30,0,15
21:37:30,1,80
21:40:00,1,51
21:42:30,1,71
21:47:30,1,38
21:50:00,0,13
21:50:00,1,45
21:52:30,0,5
21:52:30,1,130
21:55:00,1,158
21:57:30,1,144
22:00:00,1,207
22:00:00,2,12
22:02:30,1,114
22:05:00,1,97
22:05:00,2,8
22:07:30,0,4
22:07:30,1,80
22:10:00,1,79
22:10:00,3,4
22:12:30,0,15
22:12:30,1,172
22:12:30,2,15
22:15:00,1,208
22:17:30,1,62
22:20:00,1,71
22:22:30,1,153
22:22:30,2,15
22:25:00,1,75
22:27:30,1,6
22:30:00,1,166
22:32:30,1,62
22:35:00,0,18
22:35:00,1,117
22:37:30,1,54
22:40:00,1,74
22:42:30,1,43
22:45:00,1,50
22:47:30,1,9
22:50:00,1,15
22:52:30,1,59
22:55:00,1,64
22:57:30,1,10
23:00:00,1,162
23:02:30,1,157
23:05:00,0,4
23:05:00,1,197
23:07:30,1,33
23:10:00,1,57
23:12:30,1,9
23:15:00,1,68
23:17:30,1,43
23:20:00,0,18
23:20:00,1,27
23:20:00,3,6
23:22:30,1,56
23:25:00,1,65
23:27:30,1,251
23:30:00,1,59
23:32:30,1,160
23:35:00,1,19
23:37:30,1,45
23:40:00,1,40
23:42:30,1,129
23:45:00,0,6
23:45:00,1,36
23:45:00,2,18
23:45:00,4,6
23:47:30,1,94
23:50:00,1,65
23:52:30,1,44
23:55:00,1,55
23:57:30,1,15
