,area,s_time,num
442,房山区,12:57:30,5
443,房山区,13:02:30,5
444,房山区,13:20:00,5
445,房山区,13:27:30,4
446,房山区,13:45:00,4
447,房山区,13:50:00,6
448,房山区,14:00:00,5
449,房山区,14:02:30,5
450,房山区,15:10:00,2
451,房山区,16:30:00,2
452,房山区,16:57:30,10
453,房山区,17:17:30,3
454,房山区,17:25:00,5
455,房山区,18:32:30,2
456,房山区,19:00:00,1
457,昌平区,07:20:00,5
458,昌平区,07:27:30,8
459,昌平区,07:37:30,13
460,昌平区,07:45:00,14
461,昌平区,07:47:30,8
462,昌平区,07:52:30,4
463,昌平区,07:55:00,6
464,昌平区,08:10:00,4
465,昌平区,08:20:00,4
466,昌平区,08:27:30,3
467,昌平区,08:30:00,4
468,昌平区,08:35:00,1
469,昌平区,08:45:00,4
470,昌平区,08:50:00,6
471,昌平区,08:52:30,3
472,昌平区,08:55:00,7
473,昌平区,09:02:30,5
474,昌平区,09:05:00,5
475,昌平区,09:07:30,8
476,昌平区,09:10:00,6
477,昌平区,09:12:30,3
478,昌平区,09:15:00,8
479,昌平区,09:17:30,3
480,昌平区,09:22:30,2
481,昌平区,09:30:00,3
482,昌平区,09:32:30,3
483,昌平区,09:42:30,4
484,昌平区,09:45:00,4
485,昌平区,09:47:30,12
486,昌平区,09:50:00,4
487,昌平区,09:55:00,26
488,昌平区,09:57:30,4
489,昌平区,10:00:00,3
490,昌平区,10:15:00,2
491,昌平区,10:17:30,9
492,昌平区,10:55:00,6
493,昌平区,11:17:30,2
494,昌平区,12:15:00,5
495,昌平区,12:30:00,2
496,昌平区,13:25:00,4
497,昌平区,13:40:00,2
498,昌平区,13:52:30,4
499,昌平区,14:15:00,4
500,昌平区,14:22:30,4
501,昌平区,14:27:30,4
502,昌平区,16:32:30,5
503,昌平区,16:57:30,4
504,昌平区,17:00:00,17
505,昌平区,17:10:00,2
506,昌平区,18:45:00,1
507,昌平区,19:07:30,5
508,昌平区,19:22:30,3
509,昌平区,19:30:00,9
510,昌平区,19:57:30,1
511,昌平区,20:02:30,2
512,昌平区,22:10:00,3
513,朝阳区,00:05:00,5
514,朝阳区,00:32:30,4
515,朝阳区,00:35:00,2
516,朝阳区,00:37:30,8
517,朝阳区,00:40:00,9
518,朝阳区,00:42:30,14
519,朝阳区,00:55:00,12
520,朝阳区,00:57:30,24
521,朝阳区,01:02:30,7
522,朝阳区,01:07:30,9
523,朝阳区,01:10:00,4
524,朝阳区,01:15:00,10
525,朝阳区,01:17:30,9
526,朝阳区,01:20:00,20
527,朝阳区,01:27:30,4
528,朝阳区,01:37:30,5
529,朝阳区,05:05:00,2
530,朝阳区,05:52:30,1
531,朝阳区,06:27:30,2
532,朝阳区,06:30:00,5
533,朝阳区,06:32:30,5
534,朝阳区,06:35:00,14
535,朝阳区,06:40:00,3
536,朝阳区,06:45:00,4
537,朝阳区,06:47:30,7
538,朝阳区,06:52:30,11
539,朝阳区,06:55:00,5
540,朝阳区,06:57:30,24
541,朝阳区,07:00:00,4
542,朝阳区,07:05:00,8
543,朝阳区,07:10:00,5
544,朝阳区,07:12:30,3
545,朝阳区,07:20:00,10
546,朝阳区,07:25:00,10
547,朝阳区,07:27:30,10
548,朝阳区,07:30:00,3
549,朝阳区,07:32:30,5
550,朝阳区,07:37:30,3
551,朝阳区,07:42:30,7
552,朝阳区,07:45:00,3
553,朝阳区,07:47:30,3
554,朝阳区,07:50:00,8
555,朝阳区,07:52:30,2
556,朝阳区,07:55:00,16
557,朝阳区,07:57:30,5
558,朝阳区,08:00:00,8
559,朝阳区,08:02:30,6
560,朝阳区,08:05:00,19
561,朝阳区,08:07:30,16
562,朝阳区,08:10:00,9
563,朝阳区,08:12:30,12
564,朝阳区,08:15:00,11
565,朝阳区,08:17:30,17
566,朝阳区,08:20:00,30
567,朝阳区,08:22:30,4
568,朝阳区,08:25:00,32
569,朝阳区,08:27:30,8
570,朝阳区,08:30:00,7
571,朝阳区,08:32:30,21
572,朝阳区,08:35:00,10
573,朝阳区,08:37:30,14
574,朝阳区,08:40:00,11
575,朝阳区,08:42:30,15
576,朝阳区,08:45:00,34
577,朝阳区,08:47:30,11
578,朝阳区,08:50:00,6
579,朝阳区,08:52:30,17
580,朝阳区,08:55:00,17
581,朝阳区,08:57:30,4
582,朝阳区,09:00:00,6
583,朝阳区,09:02:30,2
584,朝阳区,09:05:00,20
585,朝阳区,09:07:30,8
586,朝阳区,09:10:00,19
587,朝阳区,09:12:30,25
588,朝阳区,09:15:00,6
589,朝阳区,09:17:30,19
590,朝阳区,09:20:00,5
591,朝阳区,09:22:30,6
592,朝阳区,09:25:00,5
593,朝阳区,09:30:00,10
594,朝阳区,09:32:30,39
595,朝阳区,09:35:00,9
596,朝阳区,09:37:30,21
597,朝阳区,09:40:00,59
598,朝阳区,09:42:30,21
599,朝阳区,09:45:00,12
600,朝阳区,09:47:30,47
601,朝阳区,09:50:00,8
602,朝阳区,09:52:30,26
603,朝阳区,09:55:00,24
604,朝阳区,09:57:30,39
605,朝阳区,10:00:00,15
606,朝阳区,10:02:30,23
607,朝阳区,10:05:00,24
608,朝阳区,10:07:30,51
609,朝阳区,10:10:00,24
610,朝阳区,10:12:30,40
611,朝阳区,10:15:00,19
612,朝阳区,10:17:30,13
613,朝阳区,10:20:00,34
614,朝阳区,10:22:30,32
615,朝阳区,10:25:00,27
616,朝阳区,10:27:30,14
617,朝阳区,10:30:00,15
618,朝阳区,10:32:30,13
619,朝阳区,10:35:00,17
620,朝阳区,10:37:30,30
621,朝阳区,10:40:00,24
622,朝阳区,10:42:30,29
623,朝阳区,10:45:00,30
624,朝阳区,10:47:30,46
625,朝阳区,10:50:00,27
626,朝阳区,10:52:30,40
627,朝阳区,10:55:00,15
628,朝阳区,10:57:30,38
629,朝阳区,11:00:00,35
630,朝阳区,11:02:30,8
631,朝阳区,11:05:00,13
632,朝阳区,11:07:30,4
633,朝阳区,11:10:00,22
634,朝阳区,11:12:30,12
635,朝阳区,11:15:00,25
636,朝阳区,11:17:30,33
637,朝阳区,11:20:00,5
638,朝阳区,11:22:30,5
639,朝阳区,11:25:00,22
640,朝阳区,11:27:30,17
641,朝阳区,11:30:00,13
642,朝阳区,11:32:30,32
643,朝阳区,11:35:00,51
644,朝阳区,11:37:30,8
645,朝阳区,11:40:00,24
646,朝阳区,11:42:30,24
647,朝阳区,11:45:00,27
648,朝阳区,11:47:30,31
649,朝阳区,11:50:00,35
650,朝阳区,11:52:30,16
651,朝阳区,11:55:00,14
652,朝阳区,11:57:30,2
653,朝阳区,12:00:00,30
654,朝阳区,12:02:30,20
655,朝阳区,12:05:00,32
656,朝阳区,12:07:30,16
657,朝阳区,12:10:00,16
658,朝阳区,12:12:30,12
659,朝阳区,12:15:00,23
660,朝阳区,12:17:30,15
661,朝阳区,12:20:00,11
662,朝阳区,12:22:30,18
663,朝阳区,12:25:00,27
664,朝阳区,12:27:30,7
665,朝阳区,12:30:00,7
666,朝阳区,12:32:30,14
667,朝阳区,12:35:00,7
668,朝阳区,12:37:30,15
669,朝阳区,12:40:00,12
670,朝阳区,12:42:30,20
671,朝阳区,12:45:00,23
672,朝阳区,12:47:30,26
673,朝阳区,12:52:30,23
674,朝阳区,12:55:00,20
675,朝阳区,12:57:30,8
676,朝阳区,13:00:00,15
677,朝阳区,13:02:30,5
678,朝阳区,13:05:00,30
679,朝阳区,13:07:30,2
680,朝阳区,13:10:00,10
681,朝阳区,13:12:30,40
682,朝阳区,13:15:00,4
683,朝阳区,13:17:30,9
684,朝阳区,13:20:00,10
685,朝阳区,13:22:30,5
686,朝阳区,13:25:00,13
687,朝阳区,13:27:30,4
688,朝阳区,13:30:00,8
689,朝阳区,13:32:30,5
690,朝阳区,13:35:00,3
691,朝阳区,13:37:30,4
692,朝阳区,13:40:00,8
693,朝阳区,13:42:30,18
694,朝阳区,13:47:30,3
695,朝阳区,13:50:00,20
696,朝阳区,13:52:30,14
697,朝阳区,13:57:30,7
698,朝阳区,14:00:00,12
699,朝阳区,14:02:30,13
700,朝阳区,14:05:00,7
701,朝阳区,14:07:30,7
702,朝阳区,14:10:00,4
703,朝阳区,14:12:30,12
704,朝阳区,14:15:00,5
705,朝阳区,14:20:00,12
706,朝阳区,14:22:30,18
707,朝阳区,14:25:00,4
708,朝阳区,14:27:30,2
709,朝阳区,14:30:00,12
710,朝阳区,14:35:00,9
711,朝阳区,14:37:30,28
712,朝阳区,14:40:00,17
713,朝阳区,14:42:30,22
714,朝阳区,14:45:00,12
715,朝阳区,14:47:30,19
716,朝阳区,14:50:00,26
717,朝阳区,14:52:30,14
718,朝阳区,14:55:00,28
719,朝阳区,14:57:30,13
720,朝阳区,15:02:30,11
721,朝阳区,15:07:30,30
722,朝阳区,15:10:00,5
723,朝阳区,15:12:30,6
724,朝阳区,15:15:00,5
725,朝阳区,15:17:30,22
726,朝阳区,15:20:00,14
727,朝阳区,15:22:30,8
728,朝阳区,15:25:00,28
729,朝阳区,15:27:30,17
730,朝阳区,15:30:00,25
731,朝阳区,15:32:30,19
732,朝阳区,15:35:00,23
733,朝阳区,15:37:30,1
734,朝阳区,15:40:00,13
735,朝阳区,15:42:30,13
736,朝阳区,15:45:00,3
737,朝阳区,15:47:30,25
738,朝阳区,15:50:00,9
739,朝阳区,15:52:30,7
740,朝阳区,15:55:00,13
741,朝阳区,16:00:00,4
742,朝阳区,16:02:30,3
743,朝阳区,16:05:00,12
744,朝阳区,16:07:30,5
745,朝阳区,16:10:00,21
746,朝阳区,16:12:30,15
747,朝阳区,16:15:00,6
748,朝阳区,16:17:30,6
749,朝阳区,16:22:30,25
750,朝阳区,16:25:00,18
751,朝阳区,16:27:30,15
752,朝阳区,16:30:00,7
753,朝阳区,16:32:30,19
754,朝阳区,16:35:00,6
755,朝阳区,16:37:30,16
756,朝阳区,16:40:00,11
757,朝阳区,16:42:30,31
758,朝阳区,16:45:00,13
759,朝阳区,16:47:30,4
760,朝阳区,16:50:00,16
761,朝阳区,16:52:30,7
762,朝阳区,16:57:30,4
763,朝阳区,17:00:00,10
764,朝阳区,17:02:30,13
765,朝阳区,17:07:30,8
766,朝阳区,17:10:00,13
767,朝阳区,17:12:30,7
768,朝阳区,17:15:00,3
769,朝阳区,17:17:30,15
770,朝阳区,17:20:00,19
771,朝阳区,17:22:30,22
772,朝阳区,17:25:00,20
773,朝阳区,17:27:30,22
774,朝阳区,17:30:00,7
775,朝阳区,17:32:30,15
776,朝阳区,17:35:00,22
777,朝阳区,17:37:30,12
778,朝阳区,17:40:00,4
779,朝阳区,17:42:30,8
780,朝阳区,17:45:00,17
781,朝阳区,17:47:30,10
782,朝阳区,17:50:00,12
783,朝阳区,17:52:30,13
784,朝阳区,17:55:00,24
785,朝阳区,17:57:30,15
786,朝阳区,18:00:00,5
787,朝阳区,18:02:30,18
788,朝阳区,18:05:00,9
789,朝阳区,18:07:30,12
790,朝阳区,18:10:00,8
791,朝阳区,18:12:30,6
792,朝阳区,18:15:00,17
793,朝阳区,18:17:30,9
794,朝阳区,18:20:00,5
795,朝阳区,18:22:30,21
796,朝阳区,18:25:00,6
797,朝阳区,18:27:30,21
798,朝阳区,18:30:00,13
799,朝阳区,18:32:30,13
800,朝阳区,18:35:00,12
801,朝阳区,18:37:30,8
802,朝阳区,18:40:00,27
803,朝阳区,18:42:30,27
804,朝阳区,18:45:00,42
805,朝阳区,18:47:30,11
806,朝阳区,18:50:00,39
807,朝阳区,18:52:30,13
808,朝阳区,18:55:00,3
809,朝阳区,18:57:30,8
810,朝阳区,19:00:00,46
811,朝阳区,19:02:30,9
812,朝阳区,19:05:00,24
813,朝阳区,19:07:30,15
814,朝阳区,19:10:00,10
815,朝阳区,19:12:30,14
816,朝阳区,19:15:00,10
817,朝阳区,19:17:30,14
818,朝阳区,19:20:00,15
819,朝阳区,19:22:30,18
820,朝阳区,19:25:00,1
821,朝阳区,19:27:30,20
822,朝阳区,19:30:00,13
823,朝阳区,19:32:30,13
824,朝阳区,19:35:00,13
825,朝阳区,19:37:30,22
826,朝阳区,19:42:30,8
827,朝阳区,19:47:30,18
828,朝阳区,19:50:00,6
829,朝阳区,19:52:30,9
830,朝阳区,19:55:00,12
831,朝阳区,19:57:30,19
832,朝阳区,20:00:00,12
833,朝阳区,20:02:30,13
834,朝阳区,20:05:00,3
835,朝阳区,20:07:30,5
836,朝阳区,20:10:00,9
837,朝阳区,20:12:30,12
838,朝阳区,20:15:00,28
839,朝阳区,20:17:30,14
840,朝阳区,20:20:00,19
841,朝阳区,20:22:30,8
842,朝阳区,20:25:00,13
843,朝阳区,20:30:00,4
844,朝阳区,20:32:30,5
845,朝阳区,20:35:00,9
846,朝阳区,20:37:30,20
847,朝阳区,20:40:00,4
848,朝阳区,20:42:30,5
849,朝阳区,20:45:00,5
850,朝阳区,20:47:30,8
851,朝阳区,20:50:00,8
852,朝阳区,20:52:30,20
853,朝阳区,20:55:00,4
854,朝阳区,20:57:30,6
855,朝阳区,21:00:00,2
856,朝阳区,21:02:30,9
857,朝阳区,21:05:00,4
858,朝阳区,21:07:30,6
859,朝阳区,21:10:00,4
860,朝阳区,21:12:30,4
861,朝阳区,21:22:30,4
862,朝阳区,21:25:00,4
863,朝阳区,21:27:30,7
864,朝阳区,21:32:30,4
865,朝阳区,21:37:30,9
866,朝阳区,21:40:00,11
867,朝阳区,21:45:00,5
868,朝阳区,21:47:30,5
869,朝阳区,21:50:00,12
870,朝阳区,21:52:30,1
871,朝阳区,21:55:00,5
872,朝阳区,22:02:30,4
873,朝阳区,22:12:30,2
874,朝阳区,22:17:30,8
875,朝阳区,22:22:30,4
876,朝阳区,22:27:30,7
877,朝阳区,22:37:30,4
878,朝阳区,22:42:30,1
879,朝阳区,23:02:30,3
880,朝阳区,23:30:00,4
881,朝阳区,23:32:30,3
882,朝阳区,23:52:30,3
883,朝阳区,23:57:30,3
884,海淀区,06:35:00,4
885,海淀区,06:37:30,5
886,海淀区,07:37:30,8
887,海淀区,07:47:30,9
888,海淀区,08:02:30,5
889,海淀区,08:12:30,16
890,海淀区,08:17:30,5
891,海淀区,08:20:00,2
892,海淀区,08:22:30,4
893,海淀区,08:30:00,14
894,海淀区,08:32:30,10
895,海淀区,08:35:00,33
896,海淀区,08:37:30,4
897,海淀区,08:40:00,16
898,海淀区,08:42:30,14
899,海淀区,08:47:30,13
900,海淀区,08:50:00,9
901,海淀区,08:52:30,14
902,海淀区,08:57:30,4
903,海淀区,09:00:00,18
904,海淀区,09:02:30,1
905,海淀区,09:05:00,1
906,海淀区,09:07:30,4
907,海淀区,09:10:00,6
908,海淀区,09:12:30,11
909,海淀区,09:17:30,9
910,海淀区,09:27:30,8
911,海淀区,09:30:00,3
912,海淀区,09:35:00,4
913,海淀区,09:40:00,5
914,海淀区,09:42:30,3
915,海淀区,09:45:00,5
916,海淀区,09:47:30,1
917,海淀区,09:50:00,4
