s_time,type,num
13:10:00,3,4
13:12:30,0,48
13:12:30,2,145
13:12:30,3,5
13:12:30,4,5
13:15:00,0,62
13:15:00,2,85
13:17:30,0,72
13:17:30,2,79
13:17:30,3,8
13:17:30,4,4
13:20:00,0,43
13:20:00,2,33
13:20:00,4,6
13:22:30,0,89
13:22:30,2,40
13:22:30,3,9
13:22:30,4,5
13:25:00,0,80
13:25:00,2,71
13:25:00,4,4
13:27:30,0,66
13:27:30,2,49
13:27:30,4,5
13:30:00,0,75
13:30:00,2,32
13:32:30,0,56
13:32:30,2,59
13:35:00,0,106
13:35:00,2,53
13:35:00,3,9
13:35:00,4,3
13:37:30,0,36
13:37:30,2,66
13:37:30,4,1
13:40:00,0,88
13:40:00,2,59
13:42:30,0,80
13:42:30,2,58
13:42:30,3,4
13:45:00,0,51
13:45:00,2,22
13:47:30,0,109
13:47:30,2,29
13:50:00,0,120
13:50:00,2,65
13:50:00,3,13
13:52:30,0,72
13:52:30,2,37
13:52:30,3,8
13:52:30,4,1
13:55:00,0,83
13:55:00,3,1
13:55:00,4,3
13:57:30,0,94
13:57:30,2,4
13:57:30,3,2
14:00:00,0,68
14:00:00,2,43
14:00:00,4,2
14:02:30,0,70
14:02:30,2,61
14:02:30,3,2
14:02:30,4,5
14:05:00,0,72
14:05:00,2,18
14:05:00,3,3
14:05:00,4,4
14:07:30,0,97
14:07:30,2,36
14:07:30,3,9
14:10:00,0,55
14:10:00,2,38
14:10:00,3,1
14:10:00,4,1
14:12:30,0,62
14:12:30,2,48
14:12:30,3,4
14:15:00,0,57
14:15:00,2,35
14:17:30,0,26
14:17:30,2,57
14:17:30,3,3
14:20:00,0,63
14:20:00,2,37
14:20:00,3,4
14:22:30,0,78
14:22:30,2,47
14:22:30,3,6
14:25:00,0,81
14:25:00,2,23
14:25:00,3,4
14:25:00,4,5
14:27:30,0,53
14:27:30,2,50
14:27:30,3,3
14:30:00,0,26
14:30:00,2,55
14:30:00,3,12
14:30:00,4,8
14:32:30,0,77
14:32:30,2,57
14:35:00,0,114
14:35:00,2,76
14:37:30,0,111
14:37:30,2,93
14:40:00,0,83
14:40:00,2,104
14:40:00,3,7
14:40:00,4,2
14:42:30,0,79
14:42:30,2,127
14:42:30,4,9
14:45:00,0,100
14:45:00,2,87
14:45:00,4,8
14:47:30,0,88
14:47:30,2,127
14:47:30,3,4
14:50:00,0,62
14:50:00,2,172
14:50:00,3,5
14:52:30,0,62
14:52:30,2,94
14:52:30,3,4
14:55:00,0,60
14:55:00,2,71
14:57:30,0,75
14:57:30,2,124
14:57:30,4,4
15:00:00,0,68
15:00:00,2,45
15:02:30,0,83
15:02:30,2,91
15:02:30,3,3
15:02:30,4,4
15:05:00,0,62
15:05:00,2,64
15:07:30,0,65
15:07:30,2,139
15:07:30,3,3
15:10:00,0,61
15:10:00,2,78
15:12:30,0,44
15:12:30,2,34
15:12:30,3,5
15:15:00,0,44
15:15:00,1,2
15:15:00,2,73
15:15:00,3,7
15:17:30,0,73
15:17:30,2,89
15:17:30,3,18
15:17:30,4,4
15:20:00,0,75
15:20:00,2,58
15:20:00,3,7
15:20:00,4,4
15:22:30,0,60
15:22:30,2,72
15:22:30,4,4
15:25:00,0,110
15:25:00,2,88
15:25:00,3,19
15:25:00,4,2
15:27:30,0,76
15:27:30,2,86
15:27:30,3,11
15:27:30,4,3
15:30:00,0,127
15:30:00,2,105
15:30:00,3,5
15:30:00,4,2
15:32:30,0,82
15:32:30,1,1
15:32:30,2,87
15:35:00,0,114
15:35:00,2,65
15:37:30,0,78
15:37:30,1,2
15:37:30,2,42
15:37:30,3,4
15:40:00,0,71
15:40:00,1,1
15:40:00,2,112
15:42:30,0,86
15:42:30,2,134
15:42:30,3,5
15:42:30,4,9
15:45:00,0,56
15:45:00,2,43
15:45:00,3,4
15:47:30,0,121
15:47:30,1,2
15:47:30,2,47
15:47:30,3,5
15:50:00,0,69
15:50:00,2,30
15:52:30,0,135
15:52:30,1,5
15:52:30,2,55
15:52:30,3,4
15:55:00,0,104
15:55:00,1,2
15:55:00,2,58
15:55:00,3,13
15:57:30,0,74
15:57:30,1,1
15:57:30,2,57
15:57:30,3,5
16:00:00,0,115
16:00:00,2,92
16:00:00,3,4
16:02:30,0,58
16:02:30,2,80
16:02:30,3,16
16:02:30,4,1
16:05:00,0,85
16:05:00,1,1
16:05:00,2,38
16:05:00,3,13
16:05:00,4,3
16:07:30,0,98
16:07:30,1,1
16:07:30,2,16
16:07:30,4,6
16:10:00,0,78
16:10:00,2,39
16:10:00,3,14
16:10:00,4,3
16:12:30,0,105
16:12:30,2,24
16:12:30,3,7
16:15:00,0,75
16:15:00,2,16
16:17:30,0,49
16:17:30,2,29
16:17:30,3,5
16:20:00,0,58
16:20:00,1,1
16:20:00,2,14
16:20:00,3,7
16:22:30,0,110
16:22:30,1,1
16:22:30,2,37
16:25:00,0,93
16:25:00,2,75
16:25:00,3,15
16:25:00,4,5
16:27:30,0,103
16:27:30,2,50
16:27:30,3,5
16:30:00,0,126
16:30:00,2,147
16:32:30,0,122
16:32:30,2,90
16:32:30,3,12
16:32:30,4,4
16:35:00,0,100
16:35:00,1,1
16:35:00,2,117
16:35:00,3,4
16:37:30,0,82
16:37:30,2,72
16:37:30,4,3
16:40:00,0,109
16:40:00,2,70
16:40:00,3,5
16:40:00,4,8
16:42:30,0,116
16:42:30,1,1
16:42:30,2,62
16:42:30,3,3
16:42:30,4,4
16:45:00,0,153
16:45:00,2,46
16:45:00,3,4
16:45:00,4,2
16:47:30,0,95
16:47:30,2,21
16:47:30,3,11
16:50:00,0,147
16:50:00,2,63
16:50:00,3,4
16:52:30,0,64
16:52:30,2,39
16:52:30,3,7
16:52:30,4,4
16:55:00,0,94
16:55:00,2,51
16:55:00,3,8
16:57:30,0,117
16:57:30,2,106
16:57:30,3,11
17:00:00,0,140
17:00:00,2,30
17:00:00,3,19
17:02:30,0,118
17:02:30,2,73
17:02:30,3,12
17:05:00,0,60
17:05:00,1,4
17:05:00,2,108
17:05:00,3,12
17:07:30,0,135
17:07:30,2,115
17:07:30,3,9
17:07:30,4,1
17:10:00,0,120
17:10:00,2,78
17:10:00,3,13
17:10:00,4,9
17:12:30,0,81
17:12:30,2,127
17:12:30,3,8
17:12:30,4,5
17:15:00,0,103
17:15:00,2,97
17:15:00,3,5
17:15:00,4,1
17:17:30,0,158
17:17:30,2,79
17:17:30,3,8
17:20:00,0,101
17:20:00,2,99
17:20:00,3,18
17:20:00,4,3
17:22:30,0,136
17:22:30,1,10
17:22:30,2,101
17:22:30,3,7
17:22:30,4,10
17:25:00,0,168
17:25:00,2,63
17:25:00,3,11
17:25:00,4,6
17:27:30,0,124
17:27:30,2,90
17:27:30,3,9
17:27:30,4,5
17:30:00,0,129
17:30:00,2,25
17:30:00,3,8
17:32:30,0,161
17:32:30,2,46
17:32:30,3,15
17:35:00,0,141
17:35:00,2,58
17:35:00,3,9
17:35:00,4,6
17:37:30,0,181
17:37:30,2,26
17:37:30,3,4
17:37:30,4,2
17:40:00,0,199
17:40:00,2,14
17:40:00,3,8
17:42:30,0,190
17:42:30,2,25
17:42:30,3,10
17:45:00,0,152
17:45:00,2,70
17:47:30,0,173
17:47:30,2,72
17:47:30,3,14
17:47:30,4,5
17:50:00,0,187
17:50:00,2,21
17:50:00,3,7
17:52:30,0,231
17:52:30,2,36
17:52:30,3,12
17:55:00,0,234
17:55:00,2,40
17:55:00,3,13
17:57:30,0,212
17:57:30,2,18
18:00:00,0,227
18:00:00,2,15
18:00:00,3,10
18:02:30,0,285
18:02:30,3,7
18:02:30,4,3
18:05:00,0,172
18:05:00,2,9
18:05:00,3,4
18:05:00,4,5
18:07:30,0,230
18:07:30,2,18
18:07:30,3,10
18:07:30,4,3
18:10:00,0,168
18:10:00,2,5
18:10:00,3,8
18:12:30,0,223
18:12:30,2,27
18:12:30,3,6
18:15:00,0,195
18:15:00,2,7
18:17:30,0,179
18:17:30,1,5
18:17:30,2,18
18:20:00,0,136
18:20:00,2,36
18:22:30,0,323
18:22:30,2,23
18:22:30,4,2
18:25:00,0,196
18:25:00,2,13
18:27:30,0,259
18:27:30,2,8
18:27:30,4,14
18:30:00,0,184
18:30:00,1,20
18:30:00,2,23
18:30:00,4,14
18:32:30,0,204
18:32:30,2,26
18:35:00,0,171
18:35:00,2,28
18:35:00,4,5
18:37:30,0,244
18:37:30,2,26
18:37:30,4,5
18:40:00,0,260
18:40:00,1,80
18:40:00,2,65
18:40:00,4,10
18:42:30,0,203
18:42:30,1,37
18:42:30,2,16
18:45:00,0,245
18:45:00,1,71
18:45:00,2,31
18:45:00,4,15
18:47:30,0,160
18:47:30,1,47
18:47:30,2,13
18:47:30,4,8
18:50:00,0,149
18:50:00,1,139
18:50:00,2,18
18:50:00,4,8
18:52:30,0,199
18:52:30,1,86
18:52:30,2,14
18:55:00,0,188
18:55:00,1,91
18:55:00,2,10
18:57:30,0,176
18:57:30,1,55
18:57:30,2,4
19:00:00,0,206
19:00:00,1,52
19:00:00,2,54
19:02:30,0,157
19:02:30,1,40
19:02:30,2,16
19:05:00,0,233
19:05:00,1,27
19:05:00,4,8
19:07:30,0,152
19:07:30,1,77
19:10:00,0,119
19:10:00,1,124
19:10:00,4,21
19:12:30,0,126
19:12:30,1,87
19:15:00,0,110
19:15:00,1,88
19:17:30,0,157
19:17:30,1,76
19:17:30,4,9
19:20:00,0,134
19:20:00,1,52
19:22:30,0,87
19:22:30,1,47
19:22:30,4,21
19:25:00,0,100
19:25:00,1,94
19:25:00,2,1
19:27:30,0,133
19:27:30,1,39
19:27:30,4,1
19:30:00,0,109
19:30:00,1,73
19:30:00,2,5
19:30:00,4,6
19:32:30,0,108
19:32:30,1,61
19:32:30,4,15
19:35:00,0,129
19:35:00,1,62
19:35:00,2,1
19:35:00,4,21
19:37:30,0,150
19:37:30,1,145
19:37:30,2,1
19:40:00,0,139
19:40:00,1,82
19:40:00,2,1
19:40:00,3,3
19:40:00,4,16
19:42:30,0,92
19:42:30,1,36
19:42:30,2,3
19:42:30,3,5
19:42:30,4,12
19:45:00,0,72
19:45:00,1,84
19:45:00,2,2
19:45:00,3,12
19:45:00,4,19
19:47:30,0,76
19:47:30,1,64
19:47:30,2,3
19:47:30,3,12
19:47:30,4,13
19:50:00,0,96
19:50:00,1,82
19:52:30,0,127
19:52:30,1,14
19:52:30,2,1
19:52:30,3,7
19:52:30,4,6
19:55:00,0,80
19:55:00,1,158
19:55:00,4,11
19:57:30,0,152
19:57:30,1,35
19:57:30,3,3
19:57:30,4,8
20:00:00,0,84
20:00:00,1,85
20:00:00,4,18
20:02:30,0,98
20:02:30,1,101
20:02:30,3,4
20:02:30,4,8
20:05:00,0,93
20:05:00,1,85
20:05:00,4,12
20:07:30,0,97
20:07:30,1,142
20:07:30,4,9
20:10:00,0,98
20:10:00,1,86
20:10:00,3,8
20:10:00,4,13
20:12:30,0,151
20:12:30,1,89
20:12:30,3,9
20:12:30,4,25
20:15:00,0,150
20:15:00,1,36
20:15:00,3,3
20:15:00,4,24
20:17:30,0,133
20:17:30,1,105
20:17:30,3,4
20:17:30,4,10
20:20:00,0,125
20:20:00,1,106
20:20:00,3,4
20:20:00,4,24
20:22:30,0,90
20:22:30,1,43
20:22:30,4,16
20:25:00,0,70
20:25:00,1,126
20:25:00,3,5
20:25:00,4,19
20:27:30,0,52
20:27:30,1,73
20:27:30,3,4
20:27:30,4,6
20:30:00,0,40
20:30:00,1,88
20:32:30,0,88
20:32:30,1,163
20:32:30,2,1
20:32:30,4,12
20:35:00,0,64
20:35:00,1,171
20:35:00,2,1
20:35:00,3,5
20:35:00,4,8
20:37:30,0,93
20:37:30,1,112
20:37:30,3,4
20:40:00,0,90
20:40:00,1,125
20:42:30,0,64
20:42:30,1,110
20:42:30,4,4
20:45:00,0,19
20:45:00,1,113
20:45:00,4,2
20:47:30,0,53
20:47:30,1,117
20:47:30,4,2
20:50:00,0,96
20:50:00,1,133
20:52:30,0,55
20:52:30,1,171
20:52:30,2,1
20:52:30,4,10
20:55:00,0,61
20:55:00,1,175
20:55:00,4,18
20:57:30,0,74
20:57:30,1,132
20:57:30,4,4
21:00:00,0,67
21:00:00,1,97
21:02:30,0,87
21:02:30,1,69
21:02:30,4,8
21:05:00,0,53
21:05:00,1,55
21:05:00,4,16
21:07:30,0,63
21:07:30,1,42
21:07:30,2,1
21:10:00,0,81
21:10:00,1,29
21:10:00,2,2
21:10:00,4,10
21:12:30,0,56
21:12:30,1,53
21:12:30,4,4
21:15:00,0,37
21:15:00,1,7
21:15:00,2,2
21:17:30,0,34
21:17:30,1,14
21:20:00,0,34
21:20:00,1,35
21:22:30,0,20
21:22:30,1,66
21:25:00,0,41
21:25:00,1,52
21:25:00,4,3
21:27:30,0,8
21:27:30,1,54
21:27:30,4,17
21:30:00,0,8
21:30:00,1,32
21:30:00,2,1
21:32:30,0,2
21:32:30,1,91
21:32:30,2,4
21:32:30,4,21
21:35:00,0,9
21:35:00,1,102
21:35:00,4,9
21:37:30,0,4
21:37:30,1,84
21:37:30,2,1
21:37:30,4,9
21:40:00,0,43
21:40:00,1,19
21:40:00,2,1
21:40:00,4,7
21:42:30,0,51
21:42:30,1,5
21:45:00,0,57
21:45:00,1,46
21:45:00,2,1
21:47:30,0,18
21:47:30,1,91
21:47:30,4,13
21:50:00,0,22
21:50:00,1,60
21:50:00,4,3
21:52:30,0,40
21:52:30,1,17
21:55:00,0,31
21:55:00,1,15
21:57:30,0,17
21:57:30,1,76
21:57:30,4,3
22:00:00,0,15
22:00:00,1,132
22:02:30,0,37
22:02:30,1,103
22:02:30,4,6
22:05:00,0,11
22:05:00,1,41
22:05:00,4,1
22:07:30,0,17
22:07:30,1,38
22:10:00,0,3
22:10:00,1,53
22:10:00,4,11
22:12:30,0,10
22:12:30,1,53
22:12:30,2,1
22:12:30,4,3
22:15:00,1,112
22:17:30,1,126
22:20:00,0,11
22:20:00,1,31
22:22:30,0,2
22:22:30,1,84
22:25:00,0,10
22:25:00,1,39
22:27:30,1,75
22:27:30,4,1
22:30:00,0,4
22:30:00,1,31
22:32:30,1,57
22:35:00,0,4
22:35:00,1,41
22:37:30,1,62
22:37:30,2,3
22:37:30,4,4
22:40:00,0,8
22:40:00,1,67
22:40:00,4,2
22:42:30,0,5
22:42:30,1,65
22:42:30,4,6
22:45:00,0,19
22:45:00,1,49
22:45:00,4,6
22:47:30,1,43
22:47:30,4,2
22:50:00,1,6
22:52:30,1,23
22:55:00,0,4
22:55:00,1,19
22:57:30,1,21
23:00:00,1,31
23:00:00,4,3
23:02:30,1,70
23:05:00,1,13
23:07:30,0,2
23:07:30,1,14
23:07:30,4,2
23:10:00,1,53
23:12:30,1,37
23:15:00,1,5
23:17:30,1,18
23:17:30,4,4
23:20:00,1,30
23:20:00,2,1
23:20:00,4,2
23:22:30,1,18
23:22:30,2,5
23:22:30,4,7
23:25:00,0,5
23:25:00,1,10
23:25:00,4,5
23:27:30,1,72
23:30:00,1,53
23:32:30,1,34
23:32:30,4,1
23:35:00,1,42
23:37:30,1,22
23:40:00,1,43
23:42:30,1,72
23:42:30,2,1
23:42:30,4,4
23:45:00,1,48
23:47:30,1,21
23:47:30,4,2
23:50:00,1,42
23:52:30,1,55
23:52:30,4,4
23:55:00,1,23
23:57:30,1,79
